SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,SHORT_TERM_COUNT_BANK,MID_TERM_COUNT_BANK,LONG_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,LONG_TERM_COUNT_NON_BANK,NUMBER_OF_LOANS,NUMBER_OF_LOANS_BANK,NUMBER_OF_LOANS_NON_BANK,NUMBER_OF_CREDIT_CARDS,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUMBER_OF_RELATIONSHIP,NUMBER_OF_RELATIONSHIP_BANK,NUMBER_OF_RELATIONSHIP_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,OUTSTANDING_BAL_LOAN_CURRENT,OUTSTANDING_BAL_LOAN_3M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_LOAN_9M,OUTSTANDING_BAL_LOAN_12M,OUTSTANDING_BAL_CC_3M,OUTSTANDING_BAL_CC_6M,OUTSTANDING_BAL_CC_9M,OUTSTANDING_BAL_CC_12M,OUTSTANDING_BAL_ALL_3M,OUTSTANDING_BAL_ALL_6M,OUTSTANDING_BAL_ALL_9M,OUTSTANDING_BAL_ALL_12M,OUTSTANDING_BAL_LOAN_3M_6M,OUTSTANDING_BAL_LOAN_6M_9M,OUTSTANDING_BAL_LOAN_9M_12M,OUTSTANDING_BAL_LOAN_6M_12M,OUTSTANDING_BAL_LOAN_3M_12M,OUTSTANDING_BAL_CC_3M_6M,OUTSTANDING_BAL_CC_6M_9M,OUTSTANDING_BAL_CC_9M_12M,OUTSTANDING_BAL_CC_6M_12M,OUTSTANDING_BAL_CC_3M_12M,OUTSTANDING_BAL_ALL_3M_6M,OUTSTANDING_BAL_ALL_6M_9M,OUTSTANDING_BAL_ALL_9M_12M,OUTSTANDING_BAL_ALL_6M_12M,OUTSTANDING_BAL_ALL_3M_12M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_3M,ENQUIRIES_6M,ENQUIRIES_9M,ENQUIRIES_12M,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FOR_LOAN_3M,ENQUIRIES_FOR_CC_3M,ENQUIRIES_FROM_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_3M,ENQUIRIES_FROM_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_BANK_6M,ENQUIRIES_FROM_NON_BANK_6M,ENQUIRIES_FOR_LOAN_6M,ENQUIRIES_FOR_CC_6M,ENQUIRIES_FROM_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_6M,ENQUIRIES_FROM_BANK_FOR_CC_6M,ENQUIRIES_FROM_NON_BANK_FOR_CC_6M,ENQUIRIES_FROM_BANK_9M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FOR_LOAN_9M,ENQUIRIES_FOR_CC_9M,ENQUIRIES_FROM_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_9M,ENQUIRIES_FROM_BANK_FOR_CC_9M,ENQUIRIES_FROM_NON_BANK_FOR_CC_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_12M,ENQUIRIES_FOR_LOAN_12M,ENQUIRIES_FOR_CC_12M,ENQUIRIES_FROM_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_NON_BANK_FOR_LOAN_12M,ENQUIRIES_FROM_BANK_FOR_CC_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M,ENQUIRIES_3M_6M,ENQUIRIES_6M_9M,ENQUIRIES_9M_12M,ENQUIRIES_6M_12M,ENQUIRIES_3M_12M,ENQUIRIES_FROM_BANK_3M_6M,ENQUIRIES_FROM_BANK_6M_9M,ENQUIRIES_FROM_BANK_9M_12M,ENQUIRIES_FROM_BANK_6M_12M,ENQUIRIES_FROM_BANK_3M_12M,ENQUIRIES_FROM_NON_BANK_3M_6M,ENQUIRIES_FROM_NON_BANK_6M_9M,ENQUIRIES_FROM_NON_BANK_9M_12M,ENQUIRIES_FROM_NON_BANK_6M_12M,ENQUIRIES_FROM_NON_BANK_3M_12M,OUTSTANDING_BAL_ALL_CURRENT,y_pred_proba,y_pred,y_true
10.0,,1.0,7.0,1.0,1.0,4.0,1.0,1.0,10.0,,4.0,4.0,4.0,,13.0,10.0,,7.0,7.0,13.0,13.0,,7.0,13.0,13.0,7.0,7.0,13.0,13.0,1000180.0,1000130.0,1000095.0,,1000065.0,1000006.667,1000008.333,1000007.778,,1000076.667,1000073.333,1000061.111,,1000013.684,1000012.955,1000011.282,1000014.615,1000020.0,,1000010.714,1000013.333,1000014.286,1000011.429,1000010.455,1000012.0,1000010.945,1000013.134,1000013.731,1000010.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000010.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,7.0,7.0,,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,,7.0,7.0,7.0,7.0,1000190.0,0.027409613446014544,0,0
4.0,4.0,1.0,1.0,,1.0,4.0,4.0,,7.0,1.0,,,4.0,7.0,16.0,4.0,13.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,4.0,4.0,4.0,1000320.0,,1000148.333,1000115.556,1000097.5,1000156.667,1000196.667,1000212.222,1000219.167,1000370.0,1000345.0,1000327.778,1000316.667,1000014.382,1000012.837,1000011.852,1000015.214,1000021.88,1000007.966,1000009.267,1000009.683,1000008.973,1000007.148,1000010.725,1000010.525,1000010.351,1000010.895,1000011.684,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000330.0,431.0,,431.0,431.0,58.0,17.0,17.0,17.0,17.0,2.0,17.0,17.0,2.0,2.0,,,,2.0,17.0,,2.0,2.0,,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,2.0,2.0,17.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,,7.0,7.0,7.0,1000650.0,0.2255071591996617,0,0
4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1000020.0,1000023.333,1000025.0,1000023.333,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,1000023.333,1000025.0,1000023.333,1000020.0,1000009.333,1000010.714,1000011.667,1000012.5,1000011.667,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000010.714,,1000012.5,,,1000000.0,1000000.0,1000000.0,1000010.0,1000000.0,,431.0,431.0,431.0,431.0,1.0,7.0,12.0,12.0,12.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,4.5,7.0,7.0,7.0,4.5,2.0,2.0,2.0,2.0,,4.5,7.0,7.0,7.0,4.5,1000020.0,0.5256928124639104,1,1
10.0,10.0,1.0,4.0,1.0,,7.0,10.0,1.0,19.0,4.0,16.0,1.0,1.0,1.0,,4.0,16.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1000686.667,1000680.0,1000681.111,1000675.833,1000000.0,1000000.0,1000000.0,1000000.0,,1000680.0,1000681.111,1000675.833,1000010.098,1000009.984,1000010.078,1000010.062,1000010.16,1000000.0,1000000.0,1000000.0,1000000.0,,1000010.098,1000009.984,1000010.078,1000010.062,1000010.16,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,431.0,431.0,,431.0,1.0,22.0,22.0,22.0,22.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,12.0,,17.0,7.0,7.0,12.0,7.0,2.0,12.0,12.0,17.0,,7.0,12.0,7.0,2.0,7.0,7.0,,,7.0,7.0,7.0,,,7.0,7.0,7.0,7.0,7.0,7.0,1000800.0,0.2368222077491131,0,0
10.0,1.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,10.0,4.0,7.0,4.0,4.0,1.0,13.0,7.0,7.0,10.0,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1000040.0,1000030.0,1000015.0,1000010.0,1000007.5,1000016.667,1000016.667,1000011.111,,1000046.667,1000031.667,1000021.111,1000015.833,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000010.0,,1000013.333,1000020.0,1000020.0,1000014.737,1000015.0,1000013.333,,1000029.474,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000020.0,431.0,,431.0,431.0,,12.0,12.0,12.0,12.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,,7.0,7.0,1000060.0,0.08434977575982243,0,0
10.0,7.0,1.0,4.0,1.0,1.0,7.0,,1.0,,4.0,13.0,10.0,,,25.0,13.0,,1.0,,4.0,10.0,1.0,4.0,4.0,10.0,1.0,4.0,4.0,,1000680.0,1000446.667,1000530.0,1000578.889,1000594.167,1000130.0,,1000126.667,1000126.667,1000533.333,1000636.667,1000691.111,,1000008.428,1000009.155,1000009.743,1000008.92,1000007.518,1000010.13,,1000010.0,1000010.132,1000010.263,1000008.377,1000009.212,1000009.734,1000008.967,1000007.512,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000130.0,431.0,431.0,431.0,431.0,1.0,12.0,12.0,17.0,22.0,7.0,7.0,12.0,2.0,7.0,7.0,2.0,2.0,7.0,7.0,12.0,2.0,7.0,7.0,2.0,,12.0,,17.0,2.0,12.0,7.0,2.0,2.0,17.0,7.0,22.0,2.0,17.0,7.0,2.0,2.0,7.0,5.333333333,5.75,4.5,4.5,7.0,4.5,5.333333333,3.666666667,3.666666667,,7.0,7.0,7.0,7.0,1000810.0,0.029179808202616,0,0
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,,4.0,1.0,10.0,7.0,4.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,,1000030.0,1000013.333,1000011.667,1000008.889,1000006.667,1000003.333,1000003.333,1000002.222,1000001.667,1000016.667,1000015.0,,1000008.333,1000011.429,1000013.125,1000013.333,1000017.5,1000020.0,1000010.0,1000015.0,1000013.333,1000020.0,1000020.0,1000011.111,1000013.5,1000013.333,1000018.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,,431.0,,431.0,1.0,,12.0,12.0,12.0,2.0,,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000030.0,0.05693804205764675,0,0
4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,,4.0,4.0,4.0,,1.0,10.0,,,4.0,4.0,4.0,7.0,4.0,4.0,4.0,,4.0,4.0,4.0,7.0,1000050.0,1000063.333,1000081.667,,1000105.833,1000156.667,1000151.667,1000151.111,1000153.333,1000220.0,1000233.333,1000251.111,,1000007.755,1000008.167,1000009.449,1000007.717,1000005.984,1000010.33,1000010.037,1000009.855,,1000010.217,1000009.429,1000009.292,1000009.689,1000009.003,1000008.489,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000160.0,431.0,431.0,431.0,431.0,1.0,7.0,,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,2.0,7.0,7.0,2.0,2.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,,7.0,7.0,7.0,,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,,7.0,7.0,7.0,1000210.0,0.06656340072490181,0,0
,1.0,1.0,1.0,1.0,,4.0,1.0,,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1000030.0,1000030.0,1000050.0,,1000040.0,999990.0,999990.0,999990.0,999990.0,1000030.0,1000050.0,1000053.333,1000040.0,1000006.0,1000009.375,1000013.333,1000012.5,1000007.5,999990.0,999990.0,999990.0,999990.0,999990.0,1000006.0,1000009.375,1000013.333,1000012.5,1000007.5,1000000.0,,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,12.0,12.0,12.0,,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0,2.0,,2.0,12.0,12.0,2.0,2.0,12.0,2.0,2.0,2.0,12.0,,,2.0,12.0,2.0,2.0,7.0,,7.0,7.0,7.0,-3.0,,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000030.0,0.19711138744271495,0,0
10.0,4.0,1.0,7.0,4.0,1.0,4.0,,1.0,13.0,10.0,4.0,10.0,7.0,4.0,22.0,16.0,7.0,,13.0,16.0,16.0,10.0,13.0,16.0,16.0,10.0,,16.0,16.0,1001130.0,1000750.0,1000593.333,1000437.778,1000368.333,1000126.667,1000153.333,1000166.667,1000141.667,1000876.667,1000746.667,1000604.444,1000510.0,1000012.64,1000013.553,1000011.885,,1000020.362,1000008.261,1000009.2,1000011.765,1000010.824,1000008.941,1000011.741,1000012.353,1000011.852,1000014.641,1000017.19,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000200.0,431.0,431.0,,431.0,1.0,22.0,47.0,,92.0,,7.0,17.0,7.0,,7.0,7.0,2.0,42.0,7.0,32.0,17.0,27.0,7.0,17.0,2.0,62.0,17.0,52.0,,37.0,17.0,27.0,2.0,72.0,22.0,62.0,32.0,42.0,,32.0,2.0,4.222222222,5.0,6.166666667,4.5,3.111111111,3.875,,6.285714286,4.857142857,3.071428571,,3.666666667,,3.25,3.25,1001330.0,0.029626532443932874,0,0
1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,431.0,431.0,431.0,431.0,1.0,,42.0,92.0,122.0,37.0,7.0,,,,7.0,17.0,2.0,37.0,7.0,27.0,17.0,22.0,7.0,17.0,2.0,77.0,,52.0,42.0,42.0,12.0,37.0,,107.0,17.0,67.0,57.0,57.0,12.0,52.0,7.0,7.0,4.222222222,5.75,3.666666667,3.666666667,7.0,,5.571428571,3.666666667,3.666666667,7.0,3.666666667,7.0,3.666666667,3.666666667,1000000.0,0.7751938810312847,1,1
7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,,7.0,7.0,,4.0,7.0,7.0,,4.0,7.0,7.0,1000100.0,1000030.0,1000018.333,1000012.222,1000009.167,999990.0,,999990.0,999990.0,1000030.0,1000018.333,1000012.222,1000009.167,1000016.364,,1000013.333,1000020.0,1000032.727,999990.0,999990.0,999990.0,999990.0,,1000016.364,1000015.0,1000013.333,1000020.0,1000032.727,1000000.0,,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,,431.0,431.0,1.0,22.0,22.0,22.0,22.0,17.0,7.0,17.0,7.0,12.0,7.0,,2.0,17.0,7.0,17.0,7.0,12.0,7.0,7.0,2.0,17.0,7.0,17.0,7.0,12.0,7.0,7.0,2.0,17.0,7.0,17.0,7.0,12.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1000100.0,0.19109807606721876,0,0
4.0,4.0,1.0,4.0,1.0,,1.0,4.0,1.0,7.0,4.0,4.0,1.0,1.0,1.0,7.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1000250.0,1000183.333,1000231.667,1000247.778,1000242.5,999990.0,999990.0,999990.0,999990.0,1000183.333,1000231.667,1000247.778,1000242.5,1000007.914,1000009.35,1000010.218,,1000007.56,999990.0,999990.0,999990.0,999990.0,999990.0,1000007.914,1000009.35,1000010.218,1000009.553,1000007.56,1000000.0,1000000.0,999990.0,999990.0,,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,,7.0,7.0,,-3.0,,-3.0,-3.0,,,7.0,7.0,7.0,7.0,1000250.0,0.1052874245518966,0,0
4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,1.0,7.0,4.0,1.0,4.0,10.0,,10.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000740.0,1000460.0,1000593.333,1000628.889,1000601.667,1000530.0,1000265.0,1000176.667,1000132.5,1000816.667,1000771.667,1000747.778,1000690.833,1000007.753,1000009.435,1000010.452,1000009.861,1000007.645,1000020.0,1000015.0,,1000020.0,1000040.0,1000010.583,1000010.319,1000010.824,1000011.17,1000011.821,1000000.0,1000000.0,1000010.0,1000000.0,1000000.0,1000000.0,1000520.0,431.0,431.0,431.0,431.0,1.0,12.0,22.0,22.0,22.0,2.0,12.0,12.0,2.0,2.0,,2.0,2.0,12.0,12.0,17.0,7.0,7.0,,7.0,2.0,12.0,12.0,17.0,7.0,7.0,12.0,7.0,2.0,,12.0,17.0,7.0,7.0,12.0,7.0,2.0,,7.0,7.0,7.0,4.5,,7.0,7.0,,2.0,,7.0,7.0,7.0,,1001260.0,0.35892303359390415,0,1
,7.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,10.0,1.0,10.0,4.0,1.0,4.0,13.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,4.0,1000910.0,,1000938.333,1000974.444,1001016.667,,1000031.667,1000021.111,1000015.833,1000990.0,1000970.0,1000995.556,1001032.5,1000009.876,,1000009.585,1000009.23,1000009.115,1000020.0,1000015.0,1000013.333,1000020.0,1000040.0,1000010.206,1000009.743,1000009.642,1000009.395,1000009.588,1000000.0,1000000.0,1000010.0,1000000.0,1000010.0,1000000.0,1000130.0,431.0,431.0,,431.0,,7.0,7.0,7.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,,2.0,,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,,7.0,7.0,7.0,1001040.0,0.12687085251551802,0,0
1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,1000000.0,,431.0,431.0,431.0,1.0,7.0,17.0,17.0,17.0,2.0,7.0,,2.0,2.0,7.0,2.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,12.0,7.0,12.0,7.0,7.0,7.0,7.0,2.0,12.0,7.0,12.0,,7.0,7.0,7.0,,3.666666667,7.0,7.0,7.0,3.666666667,2.0,7.0,7.0,7.0,2.0,,,7.0,7.0,7.0,1000000.0,0.8245834144232443,1,1
4.0,4.0,1.0,1.0,,1.0,4.0,4.0,1.0,7.0,1.0,7.0,4.0,4.0,1.0,10.0,4.0,7.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1000140.0,1000166.667,1000155.0,1000166.667,1000182.5,1000073.333,1000066.667,1000044.444,1000033.333,,1000221.667,1000211.111,1000215.833,1000010.753,1000009.3,1000009.132,,1000009.132,1000011.0,1000015.0,1000013.333,1000020.0,1000022.0,1000010.827,1000010.5,1000009.781,1000010.27,1000011.12,1000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1000080.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,2.0,7.0,7.0,,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,,-3.0,-3.0,7.0,7.0,7.0,7.0,,1000220.0,0.1368521218079949,0,0
7.0,1.0,1.0,4.0,1.0,,4.0,1.0,1.0,7.0,4.0,4.0,7.0,7.0,1.0,13.0,10.0,4.0,4.0,7.0,7.0,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,1000150.0,1000070.0,1000035.0,1000023.333,1000017.5,1000140.0,1000088.333,1000058.889,1000044.167,,1000123.333,1000082.222,1000061.667,1000020.0,1000015.0,1000013.333,,1000040.0,1000015.849,,1000013.333,1000020.0,1000031.698,1000017.027,,,1000020.0,1000034.054,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000140.0,431.0,,431.0,431.0,1.0,37.0,47.0,47.0,47.0,27.0,12.0,27.0,12.0,17.0,12.0,12.0,2.0,37.0,,32.0,17.0,22.0,12.0,17.0,2.0,37.0,12.0,32.0,17.0,,,17.0,2.0,37.0,,32.0,17.0,,12.0,17.0,2.0,5.888888889,7.0,7.0,7.0,5.888888889,5.571428571,7.0,7.0,,5.571428571,7.0,7.0,7.0,7.0,7.0,1000290.0,0.04597297652357582,0,0
4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,,1.0,4.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1000010.0,1000033.333,1000026.667,1000017.778,1000013.333,999990.0,999990.0,999990.0,999990.0,1000033.333,1000026.667,1000017.778,1000013.333,1000012.5,1000015.0,1000013.333,1000020.0,1000025.0,999990.0,999990.0,999990.0,999990.0,999990.0,1000012.5,1000015.0,1000013.333,1000020.0,1000025.0,,,999990.0,,1000000.0,1000000.0,999990.0,431.0,,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,,2.0,7.0,7.0,2.0,,7.0,2.0,2.0,7.0,7.0,,,7.0,-3.0,-3.0,,,-3.0,,7.0,7.0,7.0,7.0,1000010.0,0.2536059706383812,0,0
10.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,10.0,7.0,4.0,10.0,4.0,7.0,19.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1000260.0,,1000196.667,1000201.111,1000160.0,1000323.333,1000168.333,1000113.333,1000085.0,,1000321.667,1000285.556,1000223.333,1000010.169,1000009.779,1000012.569,,1000012.5,1000019.208,1000014.853,1000013.333,1000019.804,,1000013.575,,1000012.786,1000014.403,1000019.552,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000410.0,431.0,431.0,,431.0,1.0,,7.0,7.0,12.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,,2.0,2.0,2.0,,12.0,2.0,2.0,,2.0,2.0,7.0,7.0,4.5,4.5,4.5,-3.0,,-3.0,-3.0,-3.0,7.0,7.0,4.5,,4.5,1000670.0,0.041872198657776555,0,1
4.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,4.0,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1000090.0,1000070.0,,1000112.222,,999990.0,999990.0,999990.0,,1000070.0,,1000112.222,1000103.333,1000007.0,1000008.911,1000010.86,,1000006.774,999990.0,999990.0,999990.0,999990.0,999990.0,1000007.0,1000008.911,1000010.86,,1000006.774,1000000.0,1000000.0,999990.0,999990.0,1000000.0,1000000.0,999990.0,431.0,431.0,431.0,431.0,1.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,7.0,7.0,7.0,7.0,7.0,1000090.0,0.557149249643818,1,0
